t_rx,seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,rssi,snr,lost,total
1784928238.538,17517,176744215,-0.094,0.703,-11.459,-8.724,28.584,-17.553,-176.157,9.760,0.072,-0.010,-17.553,-65,11.00,17289,180
1784928239.539,17617,177744226,-2.127,-2.151,-10.145,26.219,8.534,-10.717,-168.986,8.292,-0.219,-0.217,-10.717,-66,12.25,17388,181
1784928240.559,17717,178744219,-1.531,-0.558,-9.216,-14.889,30.446,-30.950,-176.950,10.488,-0.057,-0.156,-30.950,-67,13.50,17487,182
1784928241.559,17817,179744220,-3.014,-0.582,-11.927,-16.018,-21.434,-30.401,-174.708,8.548,-0.059,-0.307,-30.401,-68,12.50,17586,183
1784928242.518,17917,180744211,-0.256,-1.137,-7.739,14.744,-2.513,6.159,-171.093,4.803,-0.116,-0.026,6.159,-69,12.50,17685,184
1784928243.539,18017,181744219,0.197,-0.001,-9.833,-14.309,-12.401,-5.224,-174.676,2.201,-0.000,0.020,-5.224,-78,12.00,17784,185
1784928244.538,18117,182744224,-1.128,-4.058,-9.715,10.533,-8.678,10.584,-168.208,4.741,-0.414,-0.115,10.584,-77,13.00,17883,186
1784928245.538,18217,183744213,-2.271,-1.850,-9.350,5.039,-22.411,36.524,-170.972,2.291,-0.189,-0.232,36.524,-75,12.75,17982,187
1784928246.539,18317,184744214,-1.727,-0.312,-10.642,-5.062,11.494,-23.718,-177.037,9.050,-0.032,-0.176,-23.718,-74,11.75,18081,188
1784928247.560,18417,185744215,-3.260,-1.551,-14.749,-36.190,-38.555,-20.483,-171.263,8.333,-0.158,-0.332,-20.483,-79,12.25,18180,189
1784928248.539,18517,186744223,-1.326,-1.947,-8.596,9.800,3.468,-13.861,-167.668,8.387,-0.198,-0.135,-13.861,-76,13.50,18279,190
1784928249.538,18617,187744211,-0.120,-0.170,-8.807,25.303,3.743,23.371,-175.761,2.017,-0.017,-0.012,23.371,-74,10.50,18378,191
1784928250.560,18717,188744220,-1.124,-4.083,-10.666,-36.068,-0.133,-31.286,-164.441,10.043,-0.416,-0.115,-31.286,-73,12.50,18477,192
1784928251.539,18817,189744229,-2.335,-2.108,-11.096,-5.245,-7.244,8.845,-168.374,7.677,-0.215,-0.238,8.845,-70,13.75,18576,193
1784928252.538,18917,190744216,0.073,-0.495,-6.723,6.992,30.049,-16.851,-176.306,9.507,-0.051,0.007,-16.851,-73,13.50,18675,194
1784928253.539,19017,191744214,-2.652,0.035,-13.236,-22.487,28.737,-47.705,-174.366,10.338,0.004,-0.270,-47.705,-72,13.50,18774,195
1784928254.539,19117,192744223,-2.368,-1.848,-9.718,-0.698,-2.574,-6.719,-167.331,11.445,-0.188,-0.241,-6.719,-79,11.75,18873,196
1784928255.539,19217,193744210,-0.988,-1.257,-6.101,37.907,-25.157,39.057,-171.763,2.082,-0.128,-0.101,39.057,-71,14.00,18972,197
1784928256.539,19317,194744215,-0.661,1.532,-14.514,-11.135,40.181,-22.802,-169.376,8.487,0.156,-0.067,-22.802,-70,13.75,19071,198
1784928257.518,19417,195744218,-2.292,-3.482,-10.128,5.772,4.506,9.424,-161.517,8.324,-0.355,-0.234,9.424,-72,13.25,19170,199
1784928258.518,19517,196744218,-0.494,-2.219,-6.094,24.815,20.802,1.246,-170.810,8.735,-0.226,-0.050,1.246,-72,13.50,19269,200
1784928259.560,19617,197744219,-4.502,-0.273,-16.836,-26.729,-12.432,-43.829,-173.970,10.793,-0.028,-0.459,-43.829,-71,13.75,19368,201
1784928260.539,19717,198744219,-1.384,-3.015,-8.185,19.901,-21.038,13.331,-162.908,3.500,-0.307,-0.141,13.331,-74,11.00,19467,202
1784928263.039,19967,201244221,-1.446,0.616,-12.753,-1.461,30.110,-36.444,-175.600,8.628,0.063,-0.147,-36.444,-82,12.50,19716,203
1784928264.040,20067,202244228,-1.326,-2.892,-9.763,-18.459,-9.197,-3.576,-169.927,5.339,-0.295,-0.135,-3.576,-77,13.50,19815,204
1784928265.039,20167,203244228,-1.391,-1.399,-7.859,2.934,-9.288,-2.447,-173.597,4.789,-0.143,-0.142,-2.447,-74,10.00,19914,205
1784928266.040,20267,204244219,-0.609,-0.085,-11.353,-27.462,-31.047,24.103,-173.414,5.113,-0.009,-0.062,24.103,-78,12.75,20013,206
1784928267.040,20367,205244222,-1.992,1.173,-11.870,21.580,29.408,-26.495,-165.383,11.837,0.120,-0.203,-26.495,-75,11.00,20112,207
1784928268.018,20467,206244233,-2.065,-2.231,-8.370,2.964,-16.826,8.295,-162.710,8.166,-0.228,-0.211,8.295,-76,13.50,20211,208
1784928269.040,20567,207244221,-2.995,-1.464,-11.884,-22.060,-3.459,-4.309,-170.548,9.282,-0.149,-0.305,-4.309,-78,12.75,20310,209
1784928270.061,20667,208244216,-3.034,-3.846,-13.654,-35.793,-34.221,-24.725,-170.922,5.776,-0.392,-0.309,-24.725,-81,12.00,20409,210
1784928271.040,20767,209244211,-0.258,-3.077,-7.287,10.838,-6.145,-19.842,-163.022,5.390,-0.314,-0.026,-19.842,-77,13.00,20508,211
1784928272.039,20867,210244211,-0.001,-1.414,-8.111,30.796,11.036,12.842,-169.405,2.522,-0.144,-0.000,12.842,-83,12.00,20607,212
1784928273.040,20967,211244234,-1.393,-2.332,-14.756,-35.457,1.576,-23.443,-161.964,6.717,-0.238,-0.142,-23.443,-77,13.50,20706,213
1784928274.019,21067,212244219,-1.674,-3.345,-10.193,19.627,0.966,5.274,-159.608,8.917,-0.341,-0.171,5.274,-73,12.25,20805,214
1784928275.018,21167,213244215,-0.570,-2.728,-3.790,30.003,6.886,1.429,-164.287,8.324,-0.278,-0.058,1.429,-79,13.25,20904,215
1784928276.040,21267,214244226,0.491,-2.043,-7.162,22.404,16.438,-21.093,-165.419,5.101,-0.208,0.050,-21.093,-78,12.75,21003,216
1784928277.040,21367,215244221,-1.641,-3.465,-11.800,-37.258,-18.382,0.025,-162.047,4.771,-0.353,-0.167,0.025,-84,11.00,21102,217
1784928278.039,21467,216244236,-0.952,-2.390,-5.152,23.686,9.144,-1.470,-162.430,8.260,-0.244,-0.097,-1.470,-79,12.50,21201,218
1784928279.040,21567,217244218,-1.019,-1.421,-11.159,-20.504,-23.509,24.317,-165.449,4.281,-0.145,-0.104,24.317,-84,11.50,21300,219
1784928281.581,21817,219785470,-0.916,-2.684,-5.661,38.456,-24.455,45.160,-168.258,-0.564,-0.274,-0.093,45.160,-76,11.00,21549,220
1784928282.582,21922,220786027,-0.628,-1.655,-10.116,-31.978,-10.784,11.133,-167.112,2.906,-0.169,-0.064,11.133,-76,12.75,21653,221
1784928283.603,22022,221786038,-1.271,-5.541,-10.450,-2.804,-15.819,-23.626,-160.259,7.480,-0.565,-0.130,-23.626,-79,12.50,21752,222
1784928284.582,22122,222786027,-0.961,-3.788,-8.615,-2.498,-19.542,27.704,-156.422,3.341,-0.386,-0.098,27.704,-73,12.75,21851,223
1784928285.581,22222,223786017,-0.039,-0.676,-6.665,6.840,18.391,-8.123,-170.905,6.883,-0.069,-0.004,-8.123,-83,11.25,21950,224
1784928286.582,22322,224786038,-0.368,-1.426,-10.652,24.388,34.993,-34.033,-171.779,6.930,-0.145,-0.038,-34.033,-79,13.25,22049,225
1784928287.603,22422,225786034,-1.245,-4.013,-10.491,-22.030,-12.096,-11.297,-164.475,4.296,-0.409,-0.127,-11.297,-80,10.75,22148,226
1784928288.561,22522,226786028,-1.026,-2.176,-5.529,8.518,0.599,9.272,-163.345,6.437,-0.222,-0.105,9.272,-80,10.00,22247,227
1784928289.572,22617,227796693,0.607,-4.167,-8.243,27.104,-7.915,40.278,-164.598,2.710,-0.425,0.062,40.278,-80,10.75,22341,228
1784928290.593,22723,228796221,-1.505,-5.715,-14.014,-24.624,9.724,-26.831,-162.551,8.396,-0.583,-0.153,-26.831,-82,10.75,22446,229
1784928291.592,22823,229796220,-1.672,-1.464,-10.885,24.113,3.224,18.854,-165.749,7.442,-0.149,-0.171,18.854,-81,12.00,22545,230
1784928292.592,22923,230796220,-0.437,-2.542,-4.271,15.873,-10.051,2.588,-164.768,7.153,-0.259,-0.045,2.588,-80,10.75,22644,231
1784928293.588,23018,231812619,-0.475,-3.762,-5.844,22.862,-5.565,7.441,-163.994,5.287,-0.384,-0.048,7.441,-87,10.50,22738,232
1784928294.630,23124,232812229,-1.603,-1.761,-14.687,-37.624,-2.941,-68.121,-167.714,5.272,-0.180,-0.163,-68.121,-88,10.75,22843,233
1784928295.609,23224,233812217,-1.956,-2.899,-10.232,0.797,-30.315,-30.401,-162.288,7.607,-0.296,-0.199,-30.401,-82,11.00,22942,234
1784928296.608,23324,234812215,-1.498,-1.843,-6.295,-1.461,-20.488,3.901,-159.709,4.952,-0.188,-0.153,3.901,-85,9.75,23041,235
1784928297.588,23424,235812211,0.705,-2.718,-8.606,13.127,5.391,21.479,-162.998,3.614,-0.277,0.072,21.479,-83,13.00,23140,236
1784928298.588,23524,236812221,-1.293,-0.915,-13.157,11.234,6.123,5.701,-162.778,6.404,-0.093,-0.132,5.701,-79,12.75,23239,237
1784928299.609,23624,237812225,-1.026,-2.564,-6.694,-3.658,5.696,-19.232,-160.508,11.736,-0.261,-0.105,-19.232,-85,11.50,23338,238
1784928300.609,23724,238812217,-1.717,-2.460,-7.362,-7.381,-19.695,-5.224,-166.371,7.159,-0.251,-0.175,-5.224,-78,13.00,23437,239
1784928301.630,23824,239812215,-1.586,-2.740,-11.622,-25.722,-5.199,-22.741,-168.076,7.260,-0.279,-0.162,-22.741,-81,10.00,23536,240
1784928302.609,23924,240812218,-1.374,-1.722,-7.628,-2.712,-16.643,7.868,-164.592,5.884,-0.176,-0.140,7.868,-80,10.75,23635,241
1784928303.609,24024,241812216,-0.864,-1.609,-8.892,-3.170,-3.124,13.453,-168.215,3.892,-0.164,-0.088,13.453,-79,10.00,23734,242
1784928304.630,24124,242812229,-2.168,-4.449,-13.659,-41.256,16.133,-33.636,-161.075,10.045,-0.454,-0.221,-33.636,-81,13.50,23833,243
1784928305.609,24224,243812217,-1.899,-3.904,-9.804,-4.421,-5.443,-4.553,-159.406,7.634,-0.398,-0.194,-4.553,-79,11.75,23932,244
1784928306.609,24324,244812218,-1.100,-1.587,-7.645,7.603,4.902,-17.919,-170.545,8.442,-0.162,-0.112,-17.919,-83,12.75,24031,245
1784928307.630,24424,245812217,-2.974,-3.041,-13.733,-38.814,-13.225,-42.181,-165.004,7.890,-0.310,-0.303,-42.181,-79,12.25,24130,246
1784928308.630,24524,246812215,-1.393,-2.622,-8.238,-20.382,-12.706,-14.227,-164.005,8.881,-0.267,-0.142,-14.227,-83,11.25,24229,247
1784928309.588,24624,247812213,-0.578,0.264,-8.152,-5.184,0.203,10.798,-172.409,3.973,0.027,-0.059,10.798,-85,11.50,24328,248
1784928310.610,24724,248812226,-1.891,-0.859,-13.529,-23.464,7.008,-12.060,-162.491,9.408,-0.088,-0.193,-12.060,-81,13.00,24427,249
1784928311.609,24824,249812214,-1.891,-1.783,-10.409,24.571,6.398,17.115,-161.646,9.961,-0.182,-0.193,17.115,-80,10.75,24526,250
1784928312.588,24924,250812217,-0.988,-1.457,-6.351,18.620,10.853,5.335,-170.676,9.685,-0.149,-0.101,5.335,-75,10.75,24625,251
1784928313.610,25024,251812210,-0.981,-0.519,-12.722,6.260,36.122,-47.216,-171.561,10.169,-0.053,-0.100,-47.216,-74,13.00,24724,252
1784928314.609,25124,252812221,-2.590,-2.747,-8.892,-3.597,-23.143,3.626,-162.415,11.398,-0.280,-0.264,3.626,-72,13.75,24823,253
1784928316.589,25324,254812213,0.853,-3.359,-8.277,29.087,16.194,24.805,-165.935,8.574,-0.343,0.087,24.805,-76,13.50,25022,254
1784928317.609,25424,255812216,-1.963,-1.754,-12.391,-4.421,-2.666,7.593,-161.282,9.161,-0.179,-0.200,7.593,-75,10.50,25121,255
1784928318.609,25524,256812212,-1.932,-2.699,-6.872,6.870,2.308,28.162,-161.926,12.244,-0.275,-0.197,28.162,-73,13.50,25220,256
1784928319.610,25624,257812222,-2.705,-2.340,-8.827,2.873,-23.509,19.007,-168.269,9.939,-0.239,-0.276,19.007,-76,11.00,25319,257
1784928320.609,25724,258812226,-2.144,-1.807,-13.856,-41.042,-0.835,7.715,-166.640,8.107,-0.184,-0.219,7.715,-77,13.25,25418,258
1784928321.610,25824,259812211,-1.717,-2.045,-7.021,14.958,-2.117,18.549,-164.836,8.588,-0.209,-0.175,18.549,-75,10.00,25517,259
1784928322.610,25924,260812214,-1.240,-2.937,-10.059,-4.330,-5.596,45.221,-164.698,5.273,-0.300,-0.126,45.221,-77,12.75,25616,260
1784928323.610,26024,261812215,-1.314,-1.450,-11.985,17.979,10.945,21.174,-160.262,8.641,-0.148,-0.134,21.174,-70,13.50,25715,261
1784928324.610,26124,262812222,-1.872,-3.514,-7.232,-7.870,-2.696,30.451,-157.364,9.595,-0.358,-0.191,30.451,-66,13.25,25814,262
1784928325.609,26224,263812224,-1.634,-1.920,-7.684,9.434,-9.471,18.976,-165.941,9.781,-0.196,-0.167,18.976,-74,13.00,25913,263
1784928326.610,26324,264812214,-3.789,-1.587,-13.596,-35.671,-14.629,5.671,-167.620,12.956,-0.162,-0.386,5.671,-69,10.50,26012,264
1784928327.589,26424,265812218,-0.842,-1.932,-5.529,23.655,6.825,9.241,-163.678,7.051,-0.197,-0.086,9.241,-67,13.75,26111,265
1784928328.610,26524,266812233,0.286,-3.053,-9.672,-4.635,-17.986,33.899,-160.371,4.772,-0.311,0.029,33.899,-66,11.50,26210,266
1784928329.610,26624,267812217,-2.209,-1.624,-12.484,8.366,-23.754,9.363,-159.329,11.203,-0.166,-0.225,9.363,-66,13.75,26309,267
1784928330.610,26724,268812220,-2.235,-3.092,-5.856,-4.421,2.675,-5.071,-156.786,14.318,-0.315,-0.228,-5.071,-69,12.75,26408,268
1784928331.610,26824,269812218,-0.272,-2.402,-8.171,3.025,-5.168,-17.004,-170.266,7.605,-0.245,-0.028,-17.004,-70,10.75,26507,269
1784928332.610,26924,270812222,-1.682,-1.607,-12.386,-27.462,-18.993,-5.621,-165.980,7.034,-0.164,-0.171,-5.621,-77,13.50,26606,270
1784928333.610,27024,271812226,-1.889,-2.701,-7.239,14.347,-7.335,-4.858,-164.240,9.397,-0.275,-0.193,-4.858,-69,10.75,26705,271
1784928334.611,27124,272812230,-0.513,-1.486,-11.793,-23.311,-17.681,15.711,-166.221,4.088,-0.152,-0.052,15.711,-75,10.75,26804,272
1784928335.610,27224,273812232,-2.697,-0.833,-12.098,9.464,-7.671,-3.118,-162.887,12.960,-0.085,-0.275,-3.118,-79,13.25,26903,273
1784928336.610,27324,274812220,-2.206,-3.641,-6.932,4.460,-4.375,-0.372,-156.242,12.892,-0.371,-0.225,-0.372,-79,13.25,27002,274
1784928337.610,27424,275812216,-1.267,-1.392,-7.993,9.342,33.925,-18.316,-169.172,10.404,-0.142,-0.129,-18.316,-84,10.75,27101,275
1784928338.631,27524,276812216,-3.634,-2.547,-14.922,-33.779,-11.028,-46.942,-168.813,9.412,-0.260,-0.371,-46.942,-77,12.75,27200,276
1784928339.611,27624,277812226,-1.672,-0.883,-9.701,-8.846,-16.673,-29.638,-164.891,7.573,-0.090,-0.171,-29.638,-83,11.50,27299,277
1784928341.610,27824,279812215,1.702,-0.498,-9.422,11.357,50.801,-14.746,-165.016,9.809,-0.051,0.174,-14.746,-81,13.25,27498,278
1784928342.631,27924,280812227,-2.876,-4.078,-11.384,-13.698,-3.673,-27.136,-159.574,12.519,-0.416,-0.293,-27.136,-80,11.50,27597,279
1784928343.611,28024,281812227,-0.694,-2.665,-4.662,10.105,4.262,-22.314,-162.189,11.063,-0.272,-0.071,-22.314,-80,10.00,27696,280
1784928344.611,28124,282812213,-1.088,-1.002,-11.882,10.014,6.886,-26.892,-168.314,5.757,-0.102,-0.111,-26.892,-81,12.50,27795,281
1784928345.610,28224,283812227,-1.672,-3.805,-9.473,9.709,-0.163,-3.515,-165.653,9.567,-0.388,-0.171,-3.515,-78,13.00,27894,282
1784928346.610,28324,284812227,-1.689,-2.183,-6.173,4.185,-29.582,29.780,-164.850,4.430,-0.223,-0.172,29.780,-82,13.00,27993,283
1784928347.611,28424,285812217,-0.833,0.826,-14.098,-7.686,33.467,-11.144,-165.759,10.683,0.084,-0.085,-11.144,-76,12.75,28092,284
1784928348.610,28524,286812221,-3.131,-3.417,-10.724,23.838,2.064,8.265,-158.052,11.745,-0.348,-0.319,8.265,-75,10.50,28191,285
1784928349.611,28624,287812226,-1.510,-2.537,-5.320,15.721,3.132,-1.379,-164.793,12.243,-0.259,-0.154,-1.379,-76,11.75,28290,286
1784928350.632,28724,288812230,-3.522,-1.771,-12.989,-23.800,-11.028,-42.822,-167.803,11.482,-0.181,-0.359,-42.822,-82,13.00,28389,287
1784928351.611,28824,289812218,-2.490,-3.528,-9.103,-21.236,-19.603,-9.191,-158.397,11.868,-0.360,-0.254,-9.191,-86,10.50,28488,288
1784928352.590,28924,290812223,-0.609,-1.255,-6.514,4.460,4.567,20.167,-166.204,4.230,-0.128,-0.062,20.167,-76,12.50,28587,289
1784928353.632,29024,291812226,-3.091,-4.912,-12.328,-26.150,-3.398,-20.727,-155.394,11.512,-0.501,-0.315,-20.727,-82,11.75,28686,290
1784928354.611,29124,292812231,-1.088,-2.969,-8.738,12.638,2.186,12.659,-161.620,9.379,-0.303,-0.111,12.659,-74,13.25,28785,291
1784928355.632,29224,293812230,-1.920,-2.183,-10.270,-25.020,-3.063,-26.586,-166.028,7.169,-0.223,-0.196,-26.586,-84,12.50,28884,292
1784928356.620,29321,294821614,-1.221,-2.846,-8.976,-13.790,0.844,-8.550,-164.034,6.681,-0.290,-0.125,-8.550,-75,10.25,28980,293
1784928357.599,29425,295821227,0.452,-2.839,-6.937,47.367,-2.605,80.256,-163.767,0.538,-0.289,0.046,80.256,-70,10.25,29083,294
1784928358.599,29525,296821221,-1.002,-3.764,-8.394,-9.029,-5.260,3.718,-160.055,7.463,-0.384,-0.102,3.718,-69,12.25,29182,295
