t_rx,seq,t_us,ax,ay,az,gx,gy,gz,roll,pitch,g_lat,g_lon,yaw_rate,rssi,snr,lost,total
1784928841.637,18606,187644211,-2.154,-0.392,-9.562,-0.057,1.179,2.588,-178.521,12.787,-0.040,-0.220,2.588,-62,13.25,16522,181
1784928842.657,18706,188644218,-2.180,-0.216,-9.679,-0.820,-2.178,1.154,-178.345,12.460,-0.022,-0.222,1.154,-64,10.50,16621,182
1784928843.657,18806,189644211,-2.180,-0.213,-9.725,0.981,0.142,-0.677,-179.371,12.343,-0.022,-0.222,-0.677,-63,13.75,16720,183
1784928844.657,18906,190644217,-1.970,-0.163,-9.687,0.981,0.508,-0.067,-179.600,12.237,-0.017,-0.201,-0.067,-63,13.75,16819,184
1784928845.636,19006,191644217,-2.232,0.199,-9.809,0.004,3.010,0.635,-180.025,12.988,0.020,-0.228,0.635,-64,14.00,16918,185
1784928846.658,19106,192644218,-2.070,-0.336,-9.646,1.072,-3.246,-0.677,-178.667,12.182,-0.034,-0.211,-0.677,-64,12.75,17017,186
1784928847.658,19206,193644210,-2.273,-0.346,-9.701,-0.027,-0.041,-0.372,-178.827,13.035,-0.035,-0.232,-0.372,-64,10.25,17116,187
1784928848.637,19306,194644212,-2.201,-0.305,-9.638,-2.071,0.996,0.361,-178.735,12.586,-0.031,-0.224,0.361,-63,11.25,17215,188
1784928849.637,19406,195644218,-2.089,-0.117,-9.653,0.309,-1.079,0.117,-179.146,12.143,-0.012,-0.213,0.117,-62,13.75,17314,189
1784928850.637,19506,196644211,-2.111,-0.208,-9.696,0.675,0.874,0.178,-178.803,12.724,-0.021,-0.215,0.178,-67,13.50,17413,190
1784928851.637,19606,197644211,-2.220,-0.110,-9.708,-1.125,0.111,0.117,-178.617,12.766,-0.011,-0.226,0.117,-60,13.50,17512,191
1784928852.637,19706,198644217,-2.182,-0.302,-9.679,0.065,-1.201,0.055,-178.854,12.486,-0.031,-0.223,0.055,-60,13.75,17611,192
1784928853.658,19806,199644217,-2.740,-0.061,-9.749,-1.858,-1.995,-0.646,-178.127,13.331,-0.006,-0.279,-0.646,-62,13.75,17710,193
1784928854.658,19906,200644217,-2.268,-0.433,-9.612,0.706,0.813,-0.555,-178.128,13.108,-0.044,-0.231,-0.555,-62,13.75,17809,194
1784928855.637,20006,201644217,-2.118,0.045,-9.816,0.218,0.172,-0.402,-178.836,12.543,0.005,-0.216,-0.402,-63,13.50,17908,195
1784928856.637,20106,202644217,-2.132,-0.389,-9.665,0.797,1.820,0.879,-178.559,12.908,-0.040,-0.217,0.879,-63,13.50,18007,196
1784928857.637,20206,203644217,-2.278,-0.396,-9.691,0.187,-1.048,0.330,-178.911,12.469,-0.040,-0.232,0.330,-62,13.50,18106,197
1784928858.637,20306,204644211,-2.123,-0.240,-9.737,-0.484,2.308,1.215,-179.073,12.993,-0.024,-0.216,1.215,-63,13.75,18205,198
1784928859.637,20406,205644212,-2.192,-0.266,-9.653,1.377,0.599,1.185,-179.145,12.622,-0.027,-0.224,1.185,-61,13.75,18304,199
1784928860.637,20506,206644212,-1.953,-0.148,-9.684,0.309,-0.255,2.222,-179.448,12.173,-0.015,-0.199,2.222,-62,13.50,18403,200
1784928861.658,20606,207644217,-2.268,-0.283,-9.660,0.401,-0.652,-0.006,-179.190,12.643,-0.029,-0.231,-0.006,-63,13.50,18502,201
1784928862.658,20706,208644212,-2.323,0.006,-9.749,-1.675,-1.110,-0.219,-179.505,12.519,0.001,-0.237,-0.219,-62,13.75,18601,202
1784928863.637,20806,209644217,-2.101,0.093,-9.773,-0.973,1.179,0.910,-179.681,12.369,0.009,-0.214,0.910,-62,13.50,18700,203
1784928864.658,20906,210644214,-2.092,-0.008,-9.694,-2.163,-1.476,2.039,-179.337,12.184,-0.001,-0.213,2.039,-62,13.75,18799,204
1784928865.638,21006,211644212,-2.013,-0.061,-9.667,0.309,-0.011,0.940,-179.664,12.127,-0.006,-0.205,0.940,-61,14.00,18898,205
1784928866.658,21106,212644217,-2.137,-0.225,-9.672,1.225,-2.819,-0.982,-179.676,11.804,-0.023,-0.218,-0.982,-60,12.50,18997,206
1784928867.659,21206,213644210,-2.056,-0.138,-9.643,-0.576,-1.354,-2.539,-179.357,12.285,-0.014,-0.210,-2.539,-61,13.75,19096,207
1784928868.658,21306,214644226,-2.032,-0.025,-9.706,-2.102,2.339,-0.128,-179.455,12.634,-0.003,-0.207,-0.128,-65,14.00,19195,208
1784928869.637,21406,215644223,-1.953,0.201,-9.732,1.042,1.210,1.917,-181.458,11.926,0.021,-0.199,1.917,-64,10.25,19294,209
1784928870.637,21506,216644212,-2.070,0.288,-9.761,-2.376,1.576,0.544,-180.684,12.250,0.029,-0.211,0.544,-64,10.75,19393,210
1784928871.637,21606,217644223,-2.070,0.009,-9.593,-0.606,1.301,1.764,-180.346,12.088,0.001,-0.211,1.764,-64,13.00,19492,211
1784928872.638,21706,218644211,-2.189,0.732,-10.064,-0.667,7.771,2.100,-181.776,13.278,0.075,-0.223,2.100,-65,12.00,19591,212
1784928873.638,21806,219644212,-2.082,0.320,-9.703,5.070,-2.391,-2.752,-181.525,11.464,0.033,-0.212,-2.752,-63,13.75,19690,213
1784928874.638,21906,220644221,-2.173,0.057,-9.674,-1.613,1.057,0.300,-180.647,12.675,0.006,-0.222,0.300,-64,12.00,19789,214
1784928875.659,22006,221644218,-1.777,-0.189,-9.446,2.506,-1.476,-1.928,-181.116,10.246,-0.019,-0.181,-1.928,-65,10.00,19888,215
1784928877.139,22156,223145220,-2.065,0.076,-9.670,0.919,2.888,-1.745,-180.084,12.110,0.008,-0.211,-1.745,-60,13.75,20037,216
1784928878.160,22256,224145230,-2.480,-1.093,-9.780,-1.461,17.232,-4.827,-178.358,11.038,-0.111,-0.253,-4.827,-58,12.25,20136,217
1784928879.140,22356,225145213,-1.312,1.544,-10.035,-7.015,1.088,-1.989,-183.216,7.385,0.157,-0.134,-1.989,-59,14.75,20235,218
1784928880.160,22456,226145216,-0.027,1.113,-10.126,-17.574,15.126,-3.362,-184.940,7.011,0.113,-0.003,-3.362,-67,13.75,20334,219
1784928881.160,22556,227145211,-0.985,-0.102,-9.881,-2.651,4.414,-0.494,-178.215,4.910,-0.010,-0.100,-0.494,-60,12.00,20433,220
1784928882.162,22656,228146227,-1.262,-0.341,-10.107,-11.806,3.407,-13.555,-174.217,5.186,-0.035,-0.129,-13.555,-62,13.50,20532,221
1784928883.140,22756,229146229,-2.390,0.780,-10.097,-4.024,-11.730,1.276,-182.714,8.574,0.080,-0.244,1.276,-66,13.50,20631,222
1784928884.140,22856,230146236,-1.255,-0.134,-9.285,-1.217,-1.110,0.727,-181.193,9.163,-0.014,-0.128,0.727,-58,11.00,20730,223
1784928885.155,22958,231161219,-0.556,1.436,-9.701,-2.865,5.452,4.297,-186.524,5.472,0.146,-0.057,4.297,-60,12.50,20831,224
1784928885.692,23005,231698533,-1.434,1.216,-9.802,1.927,-1.720,2.924,-185.975,7.496,0.124,-0.146,2.924,-59,10.50,20877,225
1784928886.692,23111,232698224,-1.019,1.079,-9.137,1.866,25.807,11.835,-186.111,11.749,0.110,-0.104,11.835,-60,13.75,20982,226
1784928887.713,23211,233698221,-2.180,0.792,-9.891,-3.719,-0.499,-0.891,-184.365,11.264,0.081,-0.222,-0.891,-62,13.75,21081,227
1784928888.693,23311,234698224,-1.977,0.681,-9.903,-3.628,3.316,-0.707,-184.906,11.666,0.069,-0.202,-0.707,-60,13.00,21180,228
1784928889.693,23406,235698257,-1.434,1.134,-9.497,-3.200,8.687,-0.311,-186.139,10.790,0.116,-0.146,-0.311,-60,10.50,21274,229
1784928890.713,23511,236698227,-3.091,0.375,-9.492,15.904,-11.669,-4.156,-184.385,10.450,0.038,-0.315,-4.156,-58,12.75,21378,230
1784928891.693,23611,237698225,-2.440,0.990,-9.182,7.511,-12.737,-2.630,-183.803,8.934,0.101,-0.249,-2.630,-59,9.50,21477,231
1784928892.692,23711,238698218,-1.159,1.118,-8.510,0.706,-1.537,4.938,-184.936,8.996,0.114,-0.118,4.938,-59,10.75,21576,232
1784928893.692,23811,239698219,-1.469,0.180,-10.354,1.530,-4.222,1.337,-184.108,9.638,0.018,-0.150,1.337,-59,10.50,21675,233
1784928894.693,23911,240698220,-1.155,0.377,-9.446,-2.498,5.543,-1.745,-182.533,9.527,0.038,-0.118,-1.745,-58,11.25,21774,234
1784928895.714,24011,241698216,-2.113,-0.078,-10.378,9.190,-8.953,-5.163,-183.596,10.808,-0.008,-0.215,-5.163,-58,11.25,21873,235
1784928896.693,24111,242698219,-1.384,0.570,-8.671,3.941,15.248,2.070,-184.135,12.839,0.058,-0.141,2.070,-57,14.00,21972,236
1784928897.714,24211,243698227,-1.963,-0.522,-9.677,9.281,11.647,-1.928,-179.585,12.841,-0.053,-0.200,-1.928,-63,11.50,22071,237
1784928898.713,24311,244698222,-2.228,0.189,-9.391,-7.259,-9.288,-1.409,-182.249,10.769,0.019,-0.227,-1.409,-63,13.75,22170,238
1784928899.693,24411,245698220,-1.872,0.544,-10.121,-6.252,5.604,3.840,-182.162,11.891,0.055,-0.191,3.840,-67,14.00,22269,239
1784928900.715,24511,246698226,-2.254,-0.261,-10.025,1.011,-7.030,-6.597,-181.824,11.244,-0.027,-0.230,-6.597,-56,13.25,22368,240
1784928901.714,24611,247698224,-1.787,0.185,-10.006,6.504,-1.720,-5.834,-183.275,12.126,0.019,-0.182,-5.834,-55,12.25,22467,241
1784928902.693,24711,248698217,-1.155,-0.008,-9.958,-6.252,2.064,0.483,-181.213,7.549,-0.001,-0.118,0.483,-54,13.25,22566,242
1784928903.693,24811,249698225,-0.992,-0.114,-10.313,-2.102,3.132,1.917,-180.929,7.967,-0.012,-0.101,1.917,-55,11.00,22665,243
1784928904.693,24911,250698222,-1.279,0.901,-9.943,-4.879,9.572,1.276,-182.365,8.616,0.092,-0.130,1.276,-55,13.50,22764,244
1784928905.693,25011,251698227,-0.697,0.862,-9.552,-4.726,5.879,1.063,-182.686,7.954,0.088,-0.071,1.063,-55,13.75,22863,245
1784928906.693,25111,252698227,-1.260,0.508,-9.264,-3.139,2.064,1.154,-182.071,8.026,0.052,-0.128,1.154,-56,13.50,22962,246
1784928907.693,25211,253698226,-1.276,0.691,-9.535,-0.637,1.637,-1.287,-182.487,7.755,0.070,-0.130,-1.287,-54,12.25,23061,247
1784928908.721,25305,254704632,-1.543,-0.372,-10.133,3.758,-10.539,-2.020,-181.274,7.506,-0.038,-0.157,-2.020,-54,13.75,23154,248
1784928909.720,25412,255704230,-1.846,-0.404,-10.224,0.065,2.247,-1.684,-179.931,10.462,-0.041,-0.188,-1.684,-57,13.50,23260,249
1784928910.700,25512,256704227,-1.808,0.792,-10.373,-5.794,3.346,-1.959,-183.571,9.302,0.081,-0.184,-1.959,-56,14.00,23359,250
1784928911.699,25612,257704220,-1.348,1.474,-9.715,-3.414,1.729,0.025,-186.937,8.840,0.150,-0.137,0.025,-56,14.00,23458,251
1784928912.700,25712,258705306,-1.345,0.457,-9.989,2.964,-2.239,0.391,-184.179,9.960,0.047,-0.137,0.391,-56,13.50,23557,252
1784928913.700,25812,259705212,-1.448,0.327,-10.273,-0.698,4.323,0.818,-184.592,9.780,0.033,-0.148,0.818,-55,13.50,23656,253
1784928914.701,25912,260705221,-1.643,0.939,-8.920,-1.156,-2.696,-0.097,-184.492,9.336,0.096,-0.168,-0.097,-55,13.50,23755,254
1784928915.701,26012,261705234,-1.686,0.370,-9.992,3.605,-2.056,-1.409,-185.226,10.428,0.038,-0.172,-1.409,-57,13.50,23854,255
1784928916.733,26105,262737272,-1.944,1.190,-9.593,5.985,-4.772,-2.691,-186.615,8.780,0.121,-0.198,-2.691,-56,13.25,23946,256
1784928917.733,26215,263737220,-1.467,1.354,-9.614,-0.057,-6.236,-3.332,-185.967,6.996,0.138,-0.150,-3.332,-56,14.25,24055,257
1784928918.733,26315,264737220,-1.913,0.182,-10.383,-1.491,3.956,-0.067,-184.695,9.146,0.019,-0.195,-0.067,-56,13.75,24154,258
1784928919.732,26415,265737232,-1.479,1.040,-9.917,-0.088,2.583,0.208,-185.352,9.351,0.106,-0.151,0.208,-57,13.50,24253,259
1784928920.733,26514,266738185,-0.740,0.664,-10.234,3.513,1.729,1.002,-183.615,6.022,0.068,-0.075,1.002,-57,13.25,24351,260
1784928921.733,26615,267737225,-1.524,0.303,-10.064,4.612,8.961,-5.438,-178.567,10.875,0.031,-0.155,-5.438,-57,13.50,24451,261
1784928922.733,26715,268737221,-2.371,0.115,-9.879,3.178,8.931,-4.980,-182.836,12.785,0.012,-0.242,-4.980,-57,13.50,24550,262
1784928923.732,26815,269737221,-1.238,0.279,-9.295,0.675,-0.591,2.741,-180.769,7.461,0.028,-0.126,2.741,-57,13.25,24649,263
1784928924.712,26915,270737230,-1.419,1.014,-9.835,3.056,0.020,8.753,-184.320,7.039,0.103,-0.145,8.753,-57,13.50,24748,264
1784928925.254,26965,271237229,-0.709,-0.165,-10.210,-5.092,7.374,-1.074,-180.795,8.365,-0.017,-0.072,-1.074,-57,13.50,24797,265
1784928926.254,27065,272237229,-1.834,-1.703,-10.071,11.143,3.804,-6.872,-179.196,7.959,-0.174,-0.187,-6.872,-56,13.25,24896,266
1784928927.254,27165,273237231,-1.672,-0.278,-9.535,5.863,-4.833,-4.003,-178.635,6.590,-0.028,-0.171,-4.003,-57,13.00,24995,267
1784928928.233,27265,274237221,-0.718,0.247,-9.583,-5.764,1.088,-4.431,-175.061,6.347,0.025,-0.073,-4.431,-53,10.50,25094,268
1784928929.254,27365,275237215,-0.656,-1.423,-10.220,-4.146,-10.936,0.086,-173.841,2.079,-0.145,-0.067,0.086,-58,11.75,25193,269
1784928930.254,27465,276237233,-0.551,-0.490,-9.271,-38.143,2.980,-8.184,-168.190,4.160,-0.050,-0.056,-8.184,-80,12.25,25292,270
1784928931.254,27565,277237232,-0.761,-0.249,-9.905,5.680,16.255,14.155,-174.386,6.204,-0.025,-0.078,14.155,-81,11.25,25391,271
1784928932.254,27665,278237233,-0.032,-2.737,-9.869,-16.659,-9.319,-0.097,-170.355,0.051,-0.279,-0.003,-0.097,-75,11.75,25490,272
1784928933.254,27765,279237218,2.250,-1.370,-10.556,12.486,-1.934,29.658,-179.793,-2.488,-0.140,0.229,29.658,-78,12.50,25589,273
1784928934.233,27865,280237211,7.081,6.277,-11.954,1.682,14.546,77.631,-191.648,-11.546,0.640,0.722,77.631,-91,8.00,25688,274
1784928935.233,27965,281237216,0.386,9.245,-12.324,6.565,3.804,46.595,-193.044,-0.892,0.943,0.039,46.595,-75,11.75,25787,275
1784928936.255,28065,282237227,-0.494,-2.711,-6.879,-3.292,69.447,-6.475,-173.850,13.285,-0.276,-0.050,-6.475,-73,13.25,25886,276
1784928937.255,28165,283237231,-3.408,1.906,-8.762,-43.331,33.711,-60.278,-176.347,22.834,0.194,-0.348,-60.278,-76,12.00,25985,277
1784928938.276,28265,284237217,-6.996,-1.544,-12.215,-45.681,58.735,-96.502,-169.931,25.863,-0.157,-0.713,-96.502,-74,10.75,26084,278
1784928939.254,28365,285237222,-6.858,2.422,-7.162,2.384,78.297,-37.664,-162.258,36.818,0.247,-0.699,-37.664,-82,10.50,26183,279
1784928940.254,28465,286237223,-2.426,1.513,-8.543,15.568,-36.632,21.479,-182.392,7.579,0.154,-0.247,21.479,-81,12.00,26282,280
1784928941.255,28565,287238215,-1.462,3.579,-11.452,30.644,-31.475,30.817,-185.479,5.472,0.365,-0.149,30.817,-85,11.50,26381,281
1784928942.234,28665,288238214,8.796,8.078,-8.596,1.438,54.249,81.598,-200.857,-3.916,0.824,0.897,81.598,-89,9.25,26480,282
1784928943.256,28765,289238214,-5.430,-3.670,-12.160,16.819,-31.780,37.073,-189.746,-5.053,-0.374,-0.554,37.073,-83,12.25,26579,283
1784928944.256,28865,290238224,-3.332,4.577,-11.238,-32.955,-2.086,27.949,-183.772,5.237,0.467,-0.340,27.949,-84,10.75,26678,284
1784928945.247,28967,291250214,1.804,0.942,-10.436,52.464,18.391,6.128,-190.048,-1.009,0.096,0.184,6.128,-84,11.25,26779,285
1784928946.247,29067,292250233,2.486,2.921,-10.220,-9.975,31.605,38.874,-187.661,-5.791,0.298,0.254,38.874,-75,11.25,26878,286
1784928947.269,29167,293251226,-4.304,3.750,-11.634,41.081,-15.666,38.141,-191.750,-2.138,0.382,-0.439,38.141,-72,12.75,26977,287
1784928948.269,29267,294251220,-0.985,-2.250,-11.152,15.598,-24.211,17.237,-179.723,-0.172,-0.229,-0.100,17.237,-75,12.25,27076,288
1784928949.283,29368,295265226,-2.659,1.882,-11.317,-19.222,-2.269,24.256,-177.787,2.740,0.192,-0.271,24.256,-71,11.75,27176,289
1784928950.283,29468,296265233,4.709,-0.001,-7.892,-1.125,16.163,43.909,-185.058,-5.773,-0.000,0.480,43.909,-65,11.75,27275,290
1784928951.283,29568,297265230,1.907,-2.154,-10.184,43.003,7.985,26.362,-190.326,-1.581,-0.220,0.194,26.362,-60,12.25,27374,291
1784928952.283,29668,298265229,-5.003,3.483,-10.955,41.996,5.848,24.347,-192.144,11.639,0.355,-0.510,24.347,-69,12.00,27473,292
1784928953.291,29769,299273229,-2.204,-0.811,-11.231,8.427,-4.070,30.756,-185.005,10.686,-0.083,-0.225,30.756,-80,12.00,27573,293
1784928954.311,29871,300293213,-1.319,4.729,-11.598,77.946,-28.179,67.469,-197.321,-6.026,0.482,-0.135,67.469,-78,12.75,27674,294
1784928955.311,29971,301293241,2.272,-2.412,-11.034,25.211,27.302,38.050,-187.136,5.617,-0.246,0.232,38.050,-81,12.25,27773,295
1784928956.329,30073,302310228,-3.348,-3.306,-11.783,-0.362,45.765,12.446,-184.400,7.591,-0.337,-0.341,12.446,-70,10.75,27874,296
1784928957.350,30173,303310221,-11.579,-1.100,-12.979,12.364,-27.202,-69.158,-166.327,18.128,-0.112,-1.181,-69.158,-83,12.25,27973,297
1784928958.349,30273,304310242,-6.229,-5.180,-13.308,43.156,-13.744,-99.493,-177.199,19.760,-0.528,-0.635,-99.493,-77,13.00,28072,298
1784928959.350,30373,305310219,-14.848,-3.429,-11.658,29.850,-23.967,-95.831,-164.163,33.716,-0.350,-1.514,-95.831,-79,12.25,28171,299
1784928960.339,30474,306321246,0.617,0.975,-8.524,-2.529,-2.086,-11.267,-187.695,-5.987,0.099,0.063,-11.267,-84,10.00,28271,300
1784928961.318,30574,307321229,-3.742,1.694,-10.260,12.760,6.032,-4.583,-182.733,6.356,0.173,-0.382,-4.583,-89,9.75,28370,301
1784928962.319,30674,308321218,0.498,3.010,-9.619,17.155,-48.747,49.280,-190.277,-9.912,0.307,0.051,49.280,-88,9.50,28469,302
1784928963.339,30774,309321231,4.368,2.902,-15.342,-50.228,5.665,50.348,-188.837,-14.525,0.296,0.445,50.348,-82,11.25,28568,303
1784928965.318,30974,311321226,1.204,-1.247,-9.475,11.265,29.164,8.845,-182.347,4.596,-0.127,0.123,8.845,-79,12.75,28766,305
1784928966.342,31074,312324234,-0.842,-0.138,-9.401,-2.804,1.942,-0.646,-180.816,5.968,-0.014,-0.086,-0.646,-86,9.25,28865,306
1784928967.342,31174,313324214,0.493,3.430,-10.393,-20.565,11.921,25.721,-189.925,-4.691,0.350,0.050,25.721,-82,11.75,28964,307
1784928968.327,31275,314330234,0.939,1.761,-11.483,4.185,1.729,16.596,-187.871,-0.971,0.180,0.096,16.596,-75,11.50,29064,308
1784928969.328,31375,315330214,-3.918,4.228,-11.526,1.194,4.201,21.448,-187.715,6.490,0.431,-0.400,21.448,-78,13.00,29163,309
1784928970.352,31475,316333221,-0.859,-0.601,-9.677,-1.247,15.248,17.206,-182.227,4.842,-0.061,-0.088,17.206,-78,12.00,29262,310
1784928971.352,31575,317333228,-0.339,4.003,-10.445,-35.946,52.815,25.904,-183.832,1.422,0.408,-0.035,25.904,-75,12.00,29361,311
1784928972.331,31675,318333231,2.303,-5.384,-11.173,26.982,2.797,6.739,-180.117,1.378,-0.549,0.235,6.739,-63,12.00,29460,312
1784928973.362,31776,319343262,2.794,-1.737,-9.564,38.487,-16.277,11.530,-188.059,-5.626,-0.177,0.285,11.530,-63,13.00,29560,313
1784928974.344,31876,320346221,-0.621,0.681,-8.673,-0.332,6.093,12.079,-181.940,0.763,0.069,-0.063,12.079,-75,11.50,29659,314
1784928975.344,31976,321346216,1.447,0.216,-11.533,47.489,-11.516,7.868,-194.888,4.142,0.022,0.148,7.868,-74,12.50,29758,315
1784928976.366,32076,322347234,0.999,4.471,-11.310,70.439,-27.904,65.546,-200.987,-6.345,0.456,0.102,65.546,-79,13.00,29857,316
1784928977.366,32176,323347219,1.020,-0.339,-10.902,11.845,2.858,32.679,-184.442,-2.871,-0.035,0.104,32.679,-81,12.00,29956,317
1784928978.382,32278,324363231,-1.214,2.624,-8.464,8.457,-25.798,23.493,-192.117,-5.689,0.268,-0.124,23.493,-69,13.00,30057,318
1784928979.382,32378,325363231,0.235,-1.305,-10.282,-13.912,12.257,-69.677,-177.195,9.521,-0.133,0.024,-69.677,-82,11.00,30156,319
1784928980.403,32478,326363234,-0.723,-0.389,-10.388,-28.988,37.312,-37.359,-172.005,17.900,-0.040,-0.074,-37.359,-74,13.00,30255,320
1784928981.383,32578,327363230,-0.184,-0.392,-13.541,0.462,-13.378,-68.518,-166.842,9.948,-0.040,-0.019,-68.518,-77,12.25,30354,321
1784928982.403,32678,328363219,-1.367,-6.067,-3.716,-12.325,64.839,-54.357,-157.561,33.885,-0.619,-0.139,-54.357,-80,11.50,30453,322
1784928983.382,32778,329363228,-0.914,6.195,-11.562,-8.999,-11.333,27.826,-192.342,5.007,0.632,-0.093,27.826,-77,13.25,30552,323
1784928984.362,32878,330363217,3.314,4.840,-10.498,18.437,25.685,50.837,-192.018,-7.815,0.494,0.338,50.837,-82,11.00,30651,324
1784928985.384,32978,331364228,-0.156,9.741,-12.189,-17.666,-15.056,59.748,-203.067,-13.430,0.993,-0.016,59.748,-87,10.00,30750,325
1784928986.372,33079,332373243,-2.311,6.079,-10.921,-4.696,2.186,43.879,-194.516,0.796,0.620,-0.236,43.879,-83,12.25,30850,326
1784928987.393,33179,333373230,-1.539,-2.986,-10.371,-11.684,-6.633,15.711,-175.462,4.294,-0.304,-0.157,15.711,-81,11.75,30949,327
1784928988.392,33279,334373232,0.653,-0.891,-9.586,4.154,29.103,-19.079,-182.395,6.036,-0.091,0.067,-19.079,-78,12.00,31048,328
1784928989.372,33379,335373230,0.789,5.611,-8.793,14.500,22.572,54.865,-198.345,-1.089,0.572,0.080,54.865,-76,11.75,31147,329
1784928990.393,33479,336373230,-4.912,-4.799,-12.304,9.617,-9.136,37.043,-175.706,10.546,-0.489,-0.501,37.043,-71,13.50,31246,330
1784928991.412,33581,337392228,-1.868,1.605,-10.032,-50.136,38.868,32.526,-181.536,6.817,0.164,-0.190,32.526,-72,13.00,31347,331
1784928992.411,33681,338392215,-1.777,7.010,-7.655,37.113,-46.123,50.806,-197.209,-7.322,0.715,-0.181,50.806,-72,11.25,31446,332
1784928993.412,33781,339392231,-1.839,0.951,-14.528,8.854,-17.009,39.820,-191.065,-2.490,0.097,-0.188,39.820,-62,14.00,31545,333
1784928994.413,33881,340393224,-4.688,-1.448,-9.213,-16.262,-18.505,-4.186,-183.194,20.826,-0.148,-0.478,-4.186,-55,13.25,31644,334
1784928995.413,33981,341393234,-2.833,3.842,-7.732,-14.431,21.992,-1.257,-194.078,25.414,0.392,-0.289,-1.257,-66,13.25,31743,335
1784928996.413,34081,342393227,-1.610,-0.553,-9.655,-8.236,14.729,1.826,-178.732,12.598,-0.056,-0.164,1.826,-65,12.75,31842,336
1784928997.392,34181,343393229,-2.552,0.508,-9.840,-1.491,-4.405,1.063,-181.371,12.451,0.052,-0.260,1.063,-65,14.25,31941,337
1784928998.395,34281,344396223,-2.466,0.990,-9.725,-5.672,-5.382,2.466,-181.504,10.191,0.101,-0.251,2.466,-65,14.00,32040,338
1784928998.924,34331,344925023,-1.214,1.294,-9.903,6.687,-7.823,-0.067,-183.660,9.285,0.132,-0.124,-0.067,-64,10.50,32089,339
1784928999.944,34434,345924228,-2.602,-0.987,-10.287,3.117,-0.255,-6.567,-176.410,12.856,-0.101,-0.265,-6.567,-67,13.75,32191,340
1784929000.923,34534,346924215,-2.061,0.182,-9.958,-2.682,-3.795,2.924,-180.574,10.101,0.019,-0.210,2.924,-61,13.75,32290,341
1784929001.924,34632,347925707,-1.410,0.050,-9.456,-1.491,4.323,3.992,-178.685,11.697,0.005,-0.144,3.992,-59,11.50,32387,342
